gq2dknjrgage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,12.1977 EOS,wstxnxmringw,0.6099 BOS
gq2dgojwguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,233.0823 EOS,ttupvgzecxei,11.6541 BOS
gq2dgobrhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,78.7576 EOS,tjmnivponzga,3.9379 BOS
gq2dgnzxhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,3.0011 EOS,bqlvyfaprnpv,0.5000 BOS
gq2dgnzrgmge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,16.9753 EOS,rhccgsykqqse,0.8488 BOS
gq2dgnbugage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,1.0074 EOS,kcgmvdeqcxhu,0.5000 BOS
gq2dgmrwgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,213.4129 EOS,sgdqwrpyaokr,10.6706 BOS
gq2dgmrthege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,6.7105 EOS,ovrryrlidcsc,0.5000 BOS
gq2dgmrsguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.0004 EOS,gxqurdzlddvq,0.5000 BOS
gq2dgmjyg4ge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,42.5963 EOS,ftqsofkuzots,2.1298 BOS
gq2dgmbwgqge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,4.795 EOS,bpvcomfozgjz,0.5000 BOS
gq2dgmbqgmge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,21.7021 EOS,yuaibeiexxwo,1.0851 BOS
gq2deojtgqge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,260.9517 EOS,zdobcwfoynec,13.0476 BOS
gq2denzrgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,32.1015 EOS,wbuuuybefkar,1.6051 BOS
gq2denzrguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,113.3566 EOS,ymuzcbkfxdrl,5.6678 BOS
gq2denrshege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,5.1427 EOS,xfifbnplqfwj,0.5000 BOS
gq2denjsgige,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,11.9893 EOS,yqjpwiqfbkpw,0.5995 BOS
gq2demjxgmge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,70.9808 EOS,gyhrdqcttgab,3.5490 BOS
gq2demjwgige,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,21.5008 EOS,utoutuxlyanc,1.0750 BOS
gq2dcojzg4ge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,7.2934 EOS,venhtlpeczwj,0.5000 BOS
gq2dcojvhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,1459.8213 EOS,gstbnoyptaiz,72.9911 BOS
gq2dcnztgage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,24.6782 EOS,vdjljtuolhrf,1.2339 BOS
gq2dcnzsgage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,12.0042 EOS,wqfdjpkyigzs,0.6002 BOS
gq2dcmbvhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,8.0397 EOS,rpqmxaaewlvr,0.5000 BOS
gq2danzzgmge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,20.7469 EOS,vmzjrnjqznrc,1.0373 BOS
gq2danzug4ge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,18.0022 EOS,koikavsyepfk,0.9001 BOS
gqztsojqgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,19.5834 EOS,zeeqxtxlmpda,0.9792 BOS
gqztsnjygmge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,18.0255 EOS,qtowrofgodoj,0.9013 BOS
gqztsmzsguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,23.0023 EOS,ayxnuckhzkjy,1.1501 BOS
gqztqnzuhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,6.3111 EOS,nlvlgndhiznb,0.5000 BOS
gqztoojvguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,1.0003 EOS,vdcvhhuhmdxi,0.5000 BOS
gqztoojqgmge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,26.4499 EOS,lckipsazqdsf,1.3225 BOS
gqztonzwgmge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,12.7703 EOS,xqqvmcemignn,0.6385 BOS
gqztonzqhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,74.5024 EOS,haeteralkkaj,3.7251 BOS
gqztonruguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.0001 EOS,fhunmjhqvoct,0.5000 BOS
gqztomjwhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,6.9052 EOS,flygmnyvrrye,0.5000 BOS
gqztombvgige,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,33.6716 EOS,qhpjqquzlkrk,1.6836 BOS
gqztmnrqgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,109.2363 EOS,pmrweplettqg,5.4618 BOS
gqztmnjwhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,3.0011 EOS,nmsmuixjoqir,0.5000 BOS
gqztmmzshege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,133.9037 EOS,wzldwqsotyed,6.6952 BOS
gqztknzwhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.1219 EOS,ywzchpujxvfy,0.5000 BOS
gqztiojxguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,1.0109 EOS,cdngbjyznssh,0.5000 BOS
gqztiojtgege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,10.89 EOS,gdvghgsbggdy,0.5445 BOS
gqztiobzgege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,243.965 EOS,oplodmiwdice,12.1983 BOS
gqztinzwguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,111.6516 EOS,ewckhzkgfqsr,5.5826 BOS
gqztinjxhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,8.4817 EOS,kkmhfjbxlbcs,0.5000 BOS
gqztinbugige,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,93.5277 EOS,wxsvwfekbxkj,4.6764 BOS
gqztgojzhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,183.4409 EOS,lilpqepvuvec,9.1720 BOS
gqztgojwhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,45.8552 EOS,svdkbcfczfrd,2.2928 BOS
gqztgojqgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.0001 EOS,vszfhnviabvx,0.5000 BOS
gqztgnrwgage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,15.0021 EOS,racjqaceucwj,0.7501 BOS
gqztgmjvgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,8.0019 EOS,zfywswkjvjjs,0.5000 BOS
gqztenrygage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,10.6596 EOS,wbsrskvmqgun,0.5330 BOS
gqztenjrgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,41.7271 EOS,vlruinbqjhpz,2.0864 BOS
gqztemrygyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,45.6376 EOS,qfcwrumwrfjg,2.2819 BOS
gqztcobvhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,352.3015 EOS,caouemaemacp,17.6151 BOS
gqztcnrrgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.2592 EOS,lfxvukhkjwiu,0.5000 BOS
gqztcnjxhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,4.0933 EOS,hsypxcmmoryj,0.5000 BOS
gqztcnjvgage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,7.7625 EOS,kugnusygvlxc,0.5000 BOS
gqztcmzqhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.0004 EOS,wiqbbfcwiihd,0.5000 BOS
gqztcmrvgige,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,70.2837 EOS,qdepnnznelru,3.5142 BOS
gqztcmrwguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,29.3489 EOS,shqtydahyuuq,1.4674 BOS
gqztcmrsgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,59.9564 EOS,czfwenkqjxlc,2.9978 BOS
gqztanjrgmge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,38.4059 EOS,lqwejyyedqyp,1.9203 BOS
gqzdsmrsgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,23.4745 EOS,wytlhsghupkn,1.1737 BOS
gqzdqojzguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,3.0289 EOS,cjthysnsoati,0.5000 BOS
gqzdsmrwgege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,37.1494 EOS,iedhnepxibrg,1.8575 BOS
gqzdqobvgage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,60.3621 EOS,exvioxgxcfyc,3.0181 BOS
gqzdqnzwgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,11.082 EOS,caxllwlgubfs,0.5541 BOS
gqzdqmjxhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.0004 EOS,gwpbvcnmcjin,0.5000 BOS
gqzdqmjyguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.0004 EOS,qyyxaidkuzwh,0.5000 BOS
gqzdqmzxgege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,81.6278 EOS,jzppceoddzpe,4.0814 BOS
gqzdqmbshage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,560.1898 EOS,eaandhizixuq,28.0095 BOS
gqzdoojsgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,5.2504 EOS,wojkxzjutuhb,0.5000 BOS
gqzdonzwgqge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,29.4633 EOS,ccxjzwxxpoxd,1.4732 BOS
gqzdoobxg4ge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,5.4484 EOS,nsxnidvowteb,0.5000 BOS
gqzdonrthege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,3.0584 EOS,txzlacfsnuxz,0.5000 BOS
gqzdonzvgige,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,10.0022 EOS,bmyywautypsv,0.5001 BOS
gqzdqmbwg4ge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,53.1883 EOS,cjiqhmmeonct,2.6594 BOS
gqzdonjzgqge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,35.6879 EOS,rjaqxwhwyewy,1.7844 BOS
gqzdonbxguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,30.4886 EOS,gjvuneufhgij,1.5244 BOS
gqzdonbvgyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.9431 EOS,mqdzuixmpaas,0.5000 BOS
gqzdonbugege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,2.48 EOS,cobrxkbaimuc,0.5000 BOS
gqzdonbrgege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,27.7101 EOS,giywkpakdiks,1.3855 BOS
gqzdomzugyge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,0.4015 EOS,vxuxlsusosfg,0.5000 BOS
gqzdomrxgige,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,146.0036 EOS,fbnvkhmnyasp,7.3002 BOS
gqzdomruhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,76.2296 EOS,fxfjsisebdda,3.8115 BOS
gqzdomjwgqge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,176.6016 EOS,unbuiyjsvnfp,8.8301 BOS
gqzdmojwguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,6.507 EOS,bpcnfcxzhwyp,0.5000 BOS
gqzdmobygqge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,12.7399 EOS,zxgbyofawkvi,0.6370 BOS
gqzdmnbuguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,1408.4596 EOS,vqfzivwtqbgy,70.4230 BOS
gqzdmmrrg4ge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,60.028 EOS,gwpfoscadrjo,3.0014 BOS
gqzdkmzvhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,1.0974 EOS,bttetocjhsix,0.5000 BOS
gqzdkmrxhage,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,5.5324 EOS,hlswlmrztesx,0.5000 BOS
gqzdinbwgege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,4.5703 EOS,cicfqmyhmyeq,0.5000 BOS
gqzdgojygqge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,1.7765 EOS,fbfofduzavmi,0.5000 BOS
gqzdgnryguge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,10.0021 EOS,gqqwztycqcdo,0.5001 BOS
gqzdgmjugmge,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,31.1613 EOS,vhlvbnekccef,1.5581 BOS
gqzdgmbyhege,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,EOS7dFpX3B5xCyudno88n4JYN63vnNs9MrFrAg6dMEbqTK5m6w9Ex,60.0022 EOS,gtggeouzjfer,3.0001 BOS
